board_state	best_move	score_evaluation	mate_evaluation	candidate_moves
[(7, 7, 2), (6, 7, 1), (8, 6, 2), (6, 8, 1), (7, 5, 2), (7, 8, 1), (9, 7, 2), (6, 4, 1), (8, 8, 2), (8, 9, 1), (5, 6, 2), (6, 6, 1), (6, 5, 2), (6, 9, 1), (6, 10, 2), (7, 9, 1), (10, 8, 2), (11, 9, 1), (5, 9, 2), (4, 6, 1), (5, 7, 2), (5, 5, 1), (3, 7, 2), (7, 11, 1), (4, 7, 2), (3, 8, 1), (8, 5, 2), (8, 7, 1), (4, 8, 2), (2, 6, 1), (9, 5, 2), (10, 5, 1), (9, 6, 2), (9, 10, 1), (10, 11, 2), (5, 10, 1), (4, 11, 2), (7, 3, 1), (8, 2, 2), (7, 12, 1), (7, 10, 2)]	(4, 9)	None	-M8	{'(4, 9)': {'count': 8, 'move': (4, 9), 'evaluations': ['-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8']}}
[(7, 7, 1), (6, 7, 2), (8, 6, 1), (6, 8, 2), (7, 5, 1), (7, 8, 2), (9, 7, 1), (6, 4, 2), (8, 8, 1), (8, 9, 2), (5, 6, 1), (6, 6, 2), (6, 5, 1), (6, 9, 2), (6, 10, 1), (7, 9, 2), (10, 8, 1), (11, 9, 2), (5, 9, 1), (4, 6, 2), (5, 7, 1), (5, 5, 2), (3, 7, 1), (7, 11, 2), (4, 7, 1), (3, 8, 2), (8, 5, 1), (8, 7, 2), (4, 8, 1), (2, 6, 2), (9, 5, 1), (10, 5, 2), (9, 6, 1), (9, 10, 2), (10, 11, 1), (5, 10, 2), (4, 11, 1), (7, 3, 2), (8, 2, 1), (7, 12, 2), (7, 10, 1), (4, 9, 2)]	(6, 11)	None	+M7	{'(6, 11)': {'count': 8, 'move': (6, 11), 'evaluations': ['+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7']}}
[(7, 7, 2), (6, 7, 1), (8, 6, 2), (6, 8, 1), (7, 5, 2), (7, 8, 1), (9, 7, 2), (6, 4, 1), (8, 8, 2), (8, 9, 1), (5, 6, 2), (6, 6, 1), (6, 5, 2), (6, 9, 1), (6, 10, 2), (7, 9, 1), (10, 8, 2), (11, 9, 1), (5, 9, 2), (4, 6, 1), (5, 7, 2), (5, 5, 1), (3, 7, 2), (7, 11, 1), (4, 7, 2), (3, 8, 1), (8, 5, 2), (8, 7, 1), (4, 8, 2), (2, 6, 1), (9, 5, 2), (10, 5, 1), (9, 6, 2), (9, 10, 1), (10, 11, 2), (5, 10, 1), (4, 11, 2), (7, 3, 1), (8, 2, 2), (7, 12, 1), (7, 10, 2), (4, 9, 1), (6, 11, 2)]	(2, 7)	None	-M6	{'(2, 7)': {'count': 8, 'move': (2, 7), 'evaluations': ['-M6', '-M6', '-M6', '-M6', '-M6', '-M6', '-M6', '-M6']}}
[(7, 7, 1), (6, 7, 2), (8, 6, 1), (6, 8, 2), (7, 5, 1), (7, 8, 2), (9, 7, 1), (6, 4, 2), (8, 8, 1), (8, 9, 2), (5, 6, 1), (6, 6, 2), (6, 5, 1), (6, 9, 2), (6, 10, 1), (7, 9, 2), (10, 8, 1), (11, 9, 2), (5, 9, 1), (4, 6, 2), (5, 7, 1), (5, 5, 2), (3, 7, 1), (7, 11, 2), (4, 7, 1), (3, 8, 2), (8, 5, 1), (8, 7, 2), (4, 8, 1), (2, 6, 2), (9, 5, 1), (10, 5, 2), (9, 6, 1), (9, 10, 2), (10, 11, 1), (5, 10, 2), (4, 11, 1), (7, 3, 2), (8, 2, 1), (7, 12, 2), (7, 10, 1), (4, 9, 2), (6, 11, 1), (2, 7, 2)]	(1, 6)	None	+M5	{'(1, 6)': {'count': 8, 'move': (1, 6), 'evaluations': ['+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5']}}
[(7, 7, 2), (6, 7, 1), (8, 6, 2), (6, 8, 1), (7, 5, 2), (7, 8, 1), (9, 7, 2), (6, 4, 1), (8, 8, 2), (8, 9, 1), (5, 6, 2), (6, 6, 1), (6, 5, 2), (6, 9, 1), (6, 10, 2), (7, 9, 1), (10, 8, 2), (11, 9, 1), (5, 9, 2), (4, 6, 1), (5, 7, 2), (5, 5, 1), (3, 7, 2), (7, 11, 1), (4, 7, 2), (3, 8, 1), (8, 5, 2), (8, 7, 1), (4, 8, 2), (2, 6, 1), (9, 5, 2), (10, 5, 1), (9, 6, 2), (9, 10, 1), (10, 11, 2), (5, 10, 1), (4, 11, 2), (7, 3, 1), (8, 2, 2), (7, 12, 1), (7, 10, 2), (4, 9, 1), (6, 11, 2), (2, 7, 1), (1, 6, 2)]	(8, 3)	None	-M4	{'(8, 3)': {'count': 8, 'move': (8, 3), 'evaluations': ['-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4']}}
[(7, 7, 1), (6, 7, 2), (8, 6, 1), (6, 8, 2), (7, 5, 1), (7, 8, 2), (9, 7, 1), (6, 4, 2), (8, 8, 1), (8, 9, 2), (5, 6, 1), (6, 6, 2), (6, 5, 1), (6, 9, 2), (6, 10, 1), (7, 9, 2), (10, 8, 1), (11, 9, 2), (5, 9, 1), (4, 6, 2), (5, 7, 1), (5, 5, 2), (3, 7, 1), (7, 11, 2), (4, 7, 1), (3, 8, 2), (8, 5, 1), (8, 7, 2), (4, 8, 1), (2, 6, 2), (9, 5, 1), (10, 5, 2), (9, 6, 1), (9, 10, 2), (10, 11, 1), (5, 10, 2), (4, 11, 1), (7, 3, 2), (8, 2, 1), (7, 12, 2), (7, 10, 1), (4, 9, 2), (6, 11, 1), (2, 7, 2), (1, 6, 1), (8, 3, 2)]	(9, 4)	None	+M3	{'(9, 4)': {'count': 8, 'move': (9, 4), 'evaluations': ['+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3']}}
[(7, 7, 2), (6, 7, 1), (8, 6, 2), (6, 8, 1), (7, 5, 2), (7, 8, 1), (9, 7, 2), (6, 4, 1), (8, 8, 2), (8, 9, 1), (5, 6, 2), (6, 6, 1), (6, 5, 2), (6, 9, 1), (6, 10, 2), (7, 9, 1), (10, 8, 2), (11, 9, 1), (5, 9, 2), (4, 6, 1), (5, 7, 2), (5, 5, 1), (3, 7, 2), (7, 11, 1), (4, 7, 2), (3, 8, 1), (8, 5, 2), (8, 7, 1), (4, 8, 2), (2, 6, 1), (9, 5, 2), (10, 5, 1), (9, 6, 2), (9, 10, 1), (10, 11, 2), (5, 10, 1), (4, 11, 2), (7, 3, 1), (8, 2, 2), (7, 12, 1), (7, 10, 2), (4, 9, 1), (6, 11, 2), (2, 7, 1), (1, 6, 2), (8, 3, 1), (9, 4, 2)]	(9, 8)	None	-M2	{'(9, 8)': {'count': 8, 'move': (9, 8), 'evaluations': ['-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2']}}
[(7, 7, 1), (6, 7, 2), (8, 6, 1), (6, 8, 2), (7, 5, 1), (7, 8, 2), (9, 7, 1), (6, 4, 2), (8, 8, 1), (8, 9, 2), (5, 6, 1), (6, 6, 2), (6, 5, 1), (6, 9, 2), (6, 10, 1), (7, 9, 2), (10, 8, 1), (11, 9, 2), (5, 9, 1), (4, 6, 2), (5, 7, 1), (5, 5, 2), (3, 7, 1), (7, 11, 2), (4, 7, 1), (3, 8, 2), (8, 5, 1), (8, 7, 2), (4, 8, 1), (2, 6, 2), (9, 5, 1), (10, 5, 2), (9, 6, 1), (9, 10, 2), (10, 11, 1), (5, 10, 2), (4, 11, 1), (7, 3, 2), (8, 2, 1), (7, 12, 2), (7, 10, 1), (4, 9, 2), (6, 11, 1), (2, 7, 2), (1, 6, 1), (8, 3, 2), (9, 4, 1), (9, 8, 2)]	(9, 3)	None	+M1	{'(9, 3)': {'count': 8, 'move': (9, 3), 'evaluations': ['+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (6, 5, 1), (5, 7, 2), (8, 5, 1), (7, 5, 2)]	(8, 4)	326.75	None	{'(8, 4)': {'count': 8, 'move': (8, 4), 'evaluations': ['260', '324', '291', '268', '369', '383', '338', '381']}}
[(7, 7, 2), (6, 7, 1), (4, 6, 2), (6, 6, 1), (5, 8, 2)]	(5, 9)	-108.25	None	{'(4, 8)': {'count': 1, 'move': (4, 8), 'evaluations': ['-117']}, '(5, 9)': {'count': 4, 'move': (5, 9), 'evaluations': ['-82', '-111', '-119', '-89']}, '(7, 9)': {'count': 1, 'move': (7, 9), 'evaluations': ['-98']}, '(6, 8)': {'count': 1, 'move': (6, 8), 'evaluations': ['-109']}, '(8, 6)': {'count': 1, 'move': (8, 6), 'evaluations': ['-141']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (8, 4, 2), (6, 6, 1), (6, 5, 2), (7, 4, 1), (9, 6, 2), (7, 8, 1), (8, 9, 2), (5, 6, 1), (5, 4, 2), (7, 6, 1), (4, 6, 2), (5, 8, 1), (4, 9, 2)]	(3, 5)	-102.875	None	{'(5, 9)': {'count': 2, 'move': (5, 9), 'evaluations': ['-83', '-108']}, '(6, 9)': {'count': 1, 'move': (6, 9), 'evaluations': ['-117']}, '(3, 6)': {'count': 1, 'move': (3, 6), 'evaluations': ['-132']}, '(3, 5)': {'count': 3, 'move': (3, 5), 'evaluations': ['-96', '-87', '-106']}, '(4, 8)': {'count': 1, 'move': (4, 8), 'evaluations': ['-94']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (5, 7, 2), (4, 8, 1), (4, 7, 2), (3, 8, 1), (6, 8, 2)]	(3, 7)	518.5	+M46	{'(3, 7)': {'count': 8, 'move': (3, 7), 'evaluations': ['386', '603', '595', '+M49', '490', '+M45', '+M45', '+M47']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (8, 6, 1), (6, 8, 2), (6, 5, 1), (8, 5, 2), (5, 7, 1), (5, 6, 2), (5, 10, 1), (5, 9, 2), (9, 7, 1), (6, 7, 2), (6, 9, 1), (7, 10, 2), (7, 8, 1), (8, 7, 2)]	(10, 6)	451.57142857142856	+M55	{'(4, 11)': {'count': 2, 'move': (4, 11), 'evaluations': ['361', '387']}, '(10, 6)': {'count': 6, 'move': (10, 6), 'evaluations': ['461', '427', '476', '330', '719', '+M55']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (6, 6, 2), (6, 5, 1), (7, 5, 2), (5, 8, 1), (5, 7, 2), (4, 8, 1), (4, 7, 2), (3, 7, 1), (5, 9, 2)]	(3, 5)	266.5	None	{'(3, 5)': {'count': 6, 'move': (3, 5), 'evaluations': ['308', '302', '192', '293', '254', '277']}, '(7, 9)': {'count': 2, 'move': (7, 9), 'evaluations': ['263', '243']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 6, 2), (5, 8, 1), (5, 9, 2)]	(4, 8)	308.75	None	{'(4, 8)': {'count': 8, 'move': (4, 8), 'evaluations': ['326', '281', '300', '279', '300', '315', '320', '349']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (7, 6, 1), (5, 8, 2)]	(6, 8)	-389.5	-M43	{'(6, 8)': {'count': 4, 'move': (6, 8), 'evaluations': ['-333', '-766', '-358', '-M34']}, '(4, 8)': {'count': 1, 'move': (4, 8), 'evaluations': ['-228']}, '(5, 7)': {'count': 3, 'move': (5, 7), 'evaluations': ['-372', '-M52', '-280']}}
[(7, 7, 2), (6, 6, 1), (7, 8, 2), (7, 9, 1), (8, 5, 2), (8, 7, 1), (7, 4, 2), (7, 6, 1), (9, 6, 2), (6, 3, 1), (6, 5, 2), (5, 6, 1), (4, 6, 2), (9, 5, 1), (8, 4, 2), (9, 4, 1), (8, 9, 2), (9, 8, 1), (4, 5, 2), (5, 5, 1), (4, 4, 2), (4, 3, 1), (4, 8, 2), (4, 7, 1), (6, 8, 2), (3, 8, 1), (5, 9, 2), (4, 10, 1), (6, 10, 2), (7, 11, 1), (5, 8, 2), (8, 8, 1), (9, 10, 2)]	(10, 9)	-254.125	None	{'(10, 9)': {'count': 8, 'move': (10, 9), 'evaluations': ['-235', '-218', '-238', '-281', '-243', '-273', '-281', '-264']}}
[(7, 7, 1), (6, 6, 2), (7, 8, 1), (7, 9, 2), (8, 5, 1), (8, 7, 2), (7, 4, 1), (7, 6, 2), (9, 6, 1), (6, 3, 2), (6, 5, 1), (5, 6, 2), (4, 6, 1), (9, 5, 2), (8, 4, 1), (9, 4, 2), (8, 9, 1), (9, 8, 2), (4, 5, 1), (5, 5, 2), (4, 4, 1), (4, 3, 2), (4, 8, 1), (4, 7, 2), (6, 8, 1), (3, 8, 2), (5, 9, 1), (4, 10, 2), (6, 10, 1), (7, 11, 2), (5, 8, 1), (8, 8, 2), (9, 10, 1), (10, 9, 2)]	(11, 10)	398.0	None	{'(11, 10)': {'count': 8, 'move': (11, 10), 'evaluations': ['398', '398', '398', '398', '398', '398', '398', '398']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 5, 2), (6, 8, 1), (5, 8, 2), (7, 9, 1), (7, 6, 2)]	(8, 5)	475.25	None	{'(8, 5)': {'count': 8, 'move': (8, 5), 'evaluations': ['407', '529', '660', '452', '398', '477', '435', '444']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2)]	(7, 6)	-82.875	None	{'(7, 6)': {'count': 4, 'move': (7, 6), 'evaluations': ['-58', '-89', '-70', '-111']}, '(7, 8)': {'count': 3, 'move': (7, 8), 'evaluations': ['-61', '-72', '-77']}, '(8, 7)': {'count': 1, 'move': (8, 7), 'evaluations': ['-125']}}
[(7, 7, 2)]	(6, 6)	-66.125	None	{'(6, 7)': {'count': 3, 'move': (6, 7), 'evaluations': ['-79', '-113', '-52']}, '(6, 6)': {'count': 5, 'move': (6, 6), 'evaluations': ['-51', '-58', '-59', '-50', '-67']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2)]	(5, 7)	-115.75	None	{'(7, 6)': {'count': 2, 'move': (7, 6), 'evaluations': ['-86', '-100']}, '(7, 8)': {'count': 1, 'move': (7, 8), 'evaluations': ['-137']}, '(5, 7)': {'count': 3, 'move': (5, 7), 'evaluations': ['-119', '-124', '-95']}, '(5, 9)': {'count': 1, 'move': (5, 9), 'evaluations': ['-126']}, '(7, 9)': {'count': 1, 'move': (7, 9), 'evaluations': ['-139']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (8, 4, 1), (6, 6, 2), (6, 5, 1), (7, 4, 2), (9, 6, 1), (7, 8, 2)]	(8, 9)	261.0	None	{'(8, 9)': {'count': 8, 'move': (8, 9), 'evaluations': ['221', '270', '300', '247', '275', '282', '277', '216']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (6, 6, 1), (7, 6, 2), (5, 5, 1), (4, 4, 2), (8, 4, 1), (9, 3, 2)]	(5, 4)	429.625	None	{'(5, 4)': {'count': 8, 'move': (5, 4), 'evaluations': ['294', '406', '478', '383', '349', '486', '453', '588']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 6, 2), (5, 8, 1), (5, 9, 2), (4, 8, 1), (6, 6, 2), (6, 9, 1), (4, 7, 2), (6, 4, 1), (5, 4, 2), (8, 7, 1), (7, 8, 2)]	(9, 7)	455.375	None	{'(9, 7)': {'count': 8, 'move': (9, 7), 'evaluations': ['431', '436', '456', '439', '454', '450', '481', '496']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (6, 8, 2), (5, 9, 1), (8, 7, 2), (8, 6, 1), (9, 6, 2), (7, 8, 1), (9, 7, 2), (10, 7, 1), (5, 7, 2), (6, 7, 1), (4, 6, 2)]	(7, 9)	-170.875	None	{'(7, 9)': {'count': 8, 'move': (7, 9), 'evaluations': ['-172', '-174', '-197', '-133', '-161', '-170', '-178', '-182']}}
[(7, 7, 1), (6, 7, 2), (4, 6, 1), (6, 6, 2), (5, 8, 1), (5, 9, 2)]	(6, 9)	271.875	None	{'(6, 9)': {'count': 8, 'move': (6, 9), 'evaluations': ['268', '275', '278', '254', '281', '270', '273', '276']}}
[(7, 7, 2), (6, 6, 1), (7, 8, 2), (7, 9, 1), (8, 5, 2), (8, 7, 1), (7, 4, 2), (7, 6, 1), (9, 6, 2), (6, 3, 1), (6, 5, 2), (5, 6, 1), (4, 6, 2), (7, 5, 1), (8, 4, 2)]	(9, 4)	-371.125	None	{'(9, 4)': {'count': 7, 'move': (9, 4), 'evaluations': ['-323', '-355', '-400', '-405', '-310', '-410', '-381']}, '(10, 4)': {'count': 1, 'move': (10, 4), 'evaluations': ['-385']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (8, 4, 1), (6, 6, 2), (6, 5, 1), (7, 4, 2), (9, 6, 1), (7, 8, 2), (8, 9, 1), (5, 6, 2), (5, 4, 1), (7, 6, 2), (4, 6, 1), (5, 8, 2), (4, 9, 1), (3, 5, 2)]	(5, 9)	225.375	None	{'(5, 9)': {'count': 8, 'move': (5, 9), 'evaluations': ['203', '164', '245', '231', '254', '238', '224', '244']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2), (8, 5, 1), (6, 5, 2), (7, 4, 1), (7, 6, 2), (9, 6, 1), (6, 3, 2), (5, 4, 1), (8, 4, 2), (6, 4, 1), (8, 8, 2), (4, 6, 1), (5, 5, 2), (3, 5, 1), (3, 4, 2), (5, 3, 1), (4, 4, 2), (2, 4, 1), (1, 3, 2), (10, 5, 1), (3, 3, 2)]	(10, 7)	195.125	None	{'(10, 7)': {'count': 8, 'move': (10, 7), 'evaluations': ['188', '218', '213', '158', '217', '205', '180', '182']}}
[(7, 7, 2), (6, 7, 1), (7, 5, 2), (8, 6, 1), (8, 5, 2), (6, 5, 1), (7, 4, 2), (7, 6, 1), (9, 6, 2), (6, 3, 1), (5, 4, 2), (8, 4, 1), (6, 4, 2), (8, 8, 1), (4, 6, 2), (5, 5, 1), (3, 5, 2), (3, 4, 1), (5, 3, 2), (4, 4, 1), (2, 4, 2), (1, 3, 1), (10, 5, 2), (3, 3, 1), (10, 7, 2)]	(11, 8)	225.0	None	{'(11, 8)': {'count': 8, 'move': (11, 8), 'evaluations': ['225', '225', '225', '225', '225', '225', '225', '225']}}
[(7, 7, 2), (6, 7, 1), (5, 6, 2), (7, 6, 1), (8, 5, 2), (6, 5, 1), (6, 4, 2), (5, 5, 1), (8, 7, 2), (8, 6, 1), (10, 5, 2), (9, 6, 1), (10, 6, 2), (3, 5, 1), (4, 5, 2)]	(11, 5)	-485.125	None	{'(11, 5)': {'count': 6, 'move': (11, 5), 'evaluations': ['-501', '-486', '-500', '-541', '-423', '-524']}, '(9, 5)': {'count': 2, 'move': (9, 5), 'evaluations': ['-485', '-421']}}
[(7, 7, 2)]	(6, 7)	-57.0	None	{'(6, 6)': {'count': 3, 'move': (6, 6), 'evaluations': ['-38', '-69', '-71']}, '(6, 7)': {'count': 5, 'move': (6, 7), 'evaluations': ['-69', '-55', '-39', '-52', '-63']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (6, 5, 2), (5, 7, 1), (8, 5, 2), (7, 5, 1), (8, 4, 2)]	(8, 6)	-245.5	None	{'(8, 6)': {'count': 8, 'move': (8, 6), 'evaluations': ['-257', '-241', '-267', '-108', '-248', '-265', '-292', '-286']}}
[(7, 7, 2)]	(6, 7)	-68.0	None	{'(6, 7)': {'count': 6, 'move': (6, 7), 'evaluations': ['-29', '-75', '-66', '-62', '-72', '-58']}, '(6, 6)': {'count': 2, 'move': (6, 6), 'evaluations': ['-84', '-98']}}
[(7, 7, 2), (6, 7, 1), (4, 6, 2), (5, 6, 1), (5, 8, 2)]	(4, 8)	-128.25	None	{'(4, 8)': {'count': 3, 'move': (4, 8), 'evaluations': ['-121', '-112', '-114']}, '(6, 8)': {'count': 3, 'move': (6, 8), 'evaluations': ['-140', '-138', '-153']}, '(6, 9)': {'count': 1, 'move': (6, 9), 'evaluations': ['-140']}, '(5, 5)': {'count': 1, 'move': (5, 5), 'evaluations': ['-108']}}
[(7, 7, 2)]	(6, 7)	-68.5	None	{'(6, 7)': {'count': 5, 'move': (6, 7), 'evaluations': ['-78', '-97', '-47', '-68', '-27']}, '(6, 6)': {'count': 3, 'move': (6, 6), 'evaluations': ['-93', '-69', '-69']}}
[(7, 7, 2), (6, 6, 1), (7, 8, 2), (7, 9, 1), (8, 5, 2), (8, 7, 1), (7, 4, 2), (7, 6, 1), (9, 6, 2), (6, 3, 1), (6, 5, 2), (5, 6, 1), (4, 6, 2), (9, 5, 1), (8, 4, 2), (9, 4, 1), (8, 9, 2), (9, 8, 1), (4, 5, 2), (5, 5, 1), (4, 4, 2), (4, 3, 1), (4, 8, 2), (4, 7, 1), (6, 8, 2), (3, 8, 1), (5, 9, 2), (4, 10, 1), (6, 10, 2), (7, 11, 1), (5, 8, 2), (8, 8, 1), (9, 10, 2), (10, 9, 1), (11, 10, 2)]	(10, 11)	-263.75	None	{'(10, 11)': {'count': 8, 'move': (10, 11), 'evaluations': ['-271', '-264', '-268', '-254', '-296', '-235', '-265', '-257']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (5, 7, 1), (4, 8, 2), (4, 7, 1), (3, 8, 2), (6, 8, 1), (3, 7, 2)]	(2, 6)	-403.0	None	{'(2, 6)': {'count': 8, 'move': (2, 6), 'evaluations': ['-339', '-368', '-354', '-412', '-377', '-410', '-470', '-494']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (8, 6, 2), (6, 8, 1), (6, 5, 2), (8, 5, 1), (5, 7, 2), (5, 6, 1), (5, 10, 2), (5, 9, 1), (9, 7, 2), (6, 7, 1), (6, 9, 2), (7, 10, 1), (7, 8, 2), (8, 7, 1), (10, 6, 2)]	(9, 6)	-448.8	-M50	{'(9, 6)': {'count': 3, 'move': (9, 6), 'evaluations': ['-394', '-M54', '-600']}, '(10, 5)': {'count': 1, 'move': (10, 5), 'evaluations': ['-593']}, '(4, 6)': {'count': 1, 'move': (4, 6), 'evaluations': ['-M46']}, '(10, 7)': {'count': 1, 'move': (10, 7), 'evaluations': ['-M50']}, '(11, 5)': {'count': 2, 'move': (11, 5), 'evaluations': ['-260', '-397']}}
[(7, 7, 2), (6, 7, 1), (5, 6, 2), (6, 6, 1), (6, 5, 2), (7, 5, 1), (5, 8, 2), (5, 7, 1), (4, 8, 2), (4, 7, 1), (3, 7, 2), (5, 9, 1), (3, 5, 2)]	(3, 6)	-309.75	None	{'(3, 6)': {'count': 8, 'move': (3, 6), 'evaluations': ['-301', '-310', '-323', '-280', '-318', '-307', '-333', '-306']}}
[(7, 7, 1), (6, 6, 2), (7, 8, 1), (7, 9, 2), (8, 5, 1), (8, 7, 2), (7, 4, 1), (7, 6, 2), (9, 6, 1), (6, 3, 2), (6, 5, 1), (5, 6, 2), (4, 6, 1), (9, 5, 2), (8, 4, 1), (9, 4, 2), (8, 9, 1), (9, 8, 2), (4, 5, 1), (5, 5, 2), (4, 4, 1), (4, 3, 2), (4, 8, 1), (4, 7, 2), (6, 8, 1), (3, 8, 2), (5, 9, 1), (4, 10, 2), (6, 10, 1), (7, 11, 2), (5, 8, 1), (8, 8, 2), (9, 10, 1), (10, 9, 2), (11, 10, 1), (10, 11, 2)]	(2, 6)	None	+M35	{'(2, 6)': {'count': 8, 'move': (2, 6), 'evaluations': ['+M35', '+M35', '+M35', '+M35', '+M35', '+M35', '+M35', '+M35']}}
[(7, 7, 2), (6, 6, 1), (7, 8, 2), (7, 9, 1), (8, 5, 2), (8, 7, 1), (7, 4, 2), (7, 6, 1), (9, 6, 2), (6, 3, 1), (6, 5, 2), (5, 6, 1), (4, 6, 2), (9, 5, 1), (8, 4, 2), (9, 4, 1), (8, 9, 2), (9, 8, 1), (4, 5, 2), (5, 5, 1), (4, 4, 2), (4, 3, 1), (4, 8, 2), (4, 7, 1), (6, 8, 2), (3, 8, 1), (5, 9, 2), (4, 10, 1), (6, 10, 2), (7, 11, 1), (5, 8, 2), (8, 8, 1), (9, 10, 2), (10, 9, 1), (11, 10, 2), (10, 11, 1), (2, 6, 2)]	(3, 7)	284.0	None	{'(3, 7)': {'count': 8, 'move': (3, 7), 'evaluations': ['284', '284', '284', '284', '284', '284', '284', '284']}}
[(7, 7, 1), (6, 6, 2), (7, 8, 1), (7, 9, 2), (8, 5, 1), (8, 7, 2), (7, 4, 1), (7, 6, 2), (9, 6, 1), (6, 3, 2), (6, 5, 1), (5, 6, 2), (4, 6, 1), (9, 5, 2), (8, 4, 1), (9, 4, 2), (8, 9, 1), (9, 8, 2), (4, 5, 1), (5, 5, 2), (4, 4, 1), (4, 3, 2), (4, 8, 1), (4, 7, 2), (6, 8, 1), (3, 8, 2), (5, 9, 1), (4, 10, 2), (6, 10, 1), (7, 11, 2), (5, 8, 1), (8, 8, 2), (9, 10, 1), (10, 9, 2), (11, 10, 1), (10, 11, 2), (2, 6, 1), (3, 7, 2)]	(3, 5)	None	+M33	{'(3, 5)': {'count': 8, 'move': (3, 5), 'evaluations': ['+M33', '+M33', '+M33', '+M33', '+M33', '+M33', '+M33', '+M33']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (5, 7, 2), (4, 8, 1), (4, 7, 2), (3, 8, 1), (6, 8, 2), (3, 7, 1), (2, 6, 2)]	(3, 10)	None	+M31	{'(3, 10)': {'count': 8, 'move': (3, 10), 'evaluations': ['+M31', '+M31', '+M31', '+M31', '+M31', '+M31', '+M31', '+M31']}}
[(7, 7, 2), (6, 7, 1), (5, 6, 2), (7, 6, 1), (5, 8, 2), (5, 9, 1), (4, 8, 2)]	(6, 8)	-256.875	None	{'(6, 8)': {'count': 3, 'move': (6, 8), 'evaluations': ['-222', '-265', '-259']}, '(6, 6)': {'count': 3, 'move': (6, 6), 'evaluations': ['-222', '-303', '-245']}, '(3, 8)': {'count': 2, 'move': (3, 8), 'evaluations': ['-281', '-258']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (5, 7, 1), (4, 8, 2), (4, 7, 1), (3, 8, 2), (6, 8, 1), (3, 7, 2), (2, 6, 1), (3, 10, 2)]	(3, 9)	None	-M30	{'(3, 9)': {'count': 8, 'move': (3, 9), 'evaluations': ['-M30', '-M30', '-M30', '-M30', '-M30', '-M30', '-M30', '-M30']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (7, 6, 2), (5, 8, 1), (6, 8, 2)]	(5, 10)	836.0	+M33	{'(5, 10)': {'count': 8, 'move': (5, 10), 'evaluations': ['+M37', '+M31', '+M29', '836', '+M29', '+M29', '+M29', '+M46']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (8, 6, 1), (6, 8, 2), (6, 5, 1), (8, 5, 2), (5, 7, 1), (5, 6, 2), (5, 10, 1), (5, 9, 2), (9, 7, 1), (6, 7, 2), (6, 9, 1), (7, 10, 2), (7, 8, 1), (8, 7, 2), (10, 6, 1), (9, 6, 2)]	(11, 5)	378.0	+M35	{'(11, 5)': {'count': 8, 'move': (11, 5), 'evaluations': ['378', '+M35', '+M35', '+M35', '+M35', '+M35', '+M35', '+M35']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2)]	(5, 6)	644.4	+M35	{'(5, 6)': {'count': 8, 'move': (5, 6), 'evaluations': ['402', '+M39', '+M33', '+M33', '812', '737', '640', '631']}}
